"Category","Sector code","Product code","Product desc","Product Brief Description","Unit","Country","Period","MP Market Price"
"Vegetable products","FRL","TOMCER","Tomatoes Cherry","Tomatoes – Tomates cerises (= cherry tomatoes), Cat. I","€/100 kg net weight","ES","201406","129,98"
"Vegetable products","FRL","TOMCER","Tomatoes Cherry","Tomatoes – Tomates cerises (= cherry tomatoes), Cat. I","€/100 kg net weight","HR","201406","343,85"
"Vegetable products","FRL","TOMCER","Tomatoes Cherry","Tomatoes – Tomates cerises (= cherry tomatoes), Cat. I","€/100 kg net weight","IT","201406","92,56"
"Vegetable products","FRL","TOMCER","Tomatoes Cherry","Tomatoes – Tomates cerises (= cherry tomatoes), Cat. I","€/100 kg net weight","HU","201406","202,61"
"Vegetable products","FRL","TOMCER","Tomatoes Cherry","Tomatoes – Tomates cerises (= cherry tomatoes), Cat. I","€/100 kg net weight","NL","201406","108,30"
"Vegetable products","FRL","TOMGRA","Tomatoes Trusses","Tomatoes – Tomates  grappes (= vine/in trusses tomatoes), Cat. I","€/100 kg net weight","EU","201406","74,88"
"Vegetable products","FRL","TOMGRA","Tomatoes Trusses","Tomatoes – Tomates  grappes (= vine/in trusses tomatoes), Cat. I","€/100 kg net weight","GR","201406","130,60"
"Vegetable products","FRL","TOMGRA","Tomatoes Trusses","Tomatoes – Tomates  grappes (= vine/in trusses tomatoes), Cat. I","€/100 kg net weight","ES","201406","61,08"
"Vegetable products","FRL","TOMGRA","Tomatoes Trusses","Tomatoes – Tomates  grappes (= vine/in trusses tomatoes), Cat. I","€/100 kg net weight","FR","201406","118,55"
"Vegetable products","FRL","TOMGRA","Tomatoes Trusses","Tomatoes – Tomates  grappes (= vine/in trusses tomatoes), Cat. I","€/100 kg net weight","HR","201406","89,81"
"Vegetable products","FRL","TOMGRA","Tomatoes Trusses","Tomatoes – Tomates  grappes (= vine/in trusses tomatoes), Cat. I","€/100 kg net weight","IT","201406","60,60"
"Vegetable products","FRL","TOMGRA","Tomatoes Trusses","Tomatoes – Tomates  grappes (= vine/in trusses tomatoes), Cat. I","€/100 kg net weight","HU","201406","94,40"
"Vegetable products","FRL","TOMGRA","Tomatoes Trusses","Tomatoes – Tomates  grappes (= vine/in trusses tomatoes), Cat. I","€/100 kg net weight","NL","201406","47,06"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","EU","201406","64,20"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","BE","201406","69,60"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","BG","201406","82,20"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","CZ","201406","109,31"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","GR","201406","56,80"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","ES","201406","57,06"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","FR","201406","89,15"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","HR","201406","70,76"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","IT","201406","62,06"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","NL","201406","72,00"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","PL","201406","81,03"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","PT","201406","53,33"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","RO","201406","60,33"
"Vegetable products","FRL","AILAIB","Garlic","Garlic - Ail, White, Cat. I, Cal. 50-80","€/100 kg net weight","EU","201405","148,34"
"Vegetable products","FRL","AILAIB","Garlic","Garlic - Ail, White, Cat. I, Cal. 50-80","€/100 kg net weight","GR","201405","153,00"
"Vegetable products","FRL","AILAIB","Garlic","Garlic - Ail, White, Cat. I, Cal. 50-80","€/100 kg net weight","ES","201405","135,00"
"Vegetable products","FRL","AILAIB","Garlic","Garlic - Ail, White, Cat. I, Cal. 50-80","€/100 kg net weight","IT","201405","186,00"
"Vegetable products","FRL","AILAIB","Garlic","Garlic - Ail, White, Cat. I, Cal. 50-80","€/100 kg net weight","HU","201405","231,10"
"Vegetable products","FRL","ASPASB","Asparagus","Asparagus - Asperges, Blanches/Violettes, Cat I - Cal. 16+","€/100 kg net weight","EU","201405","325,77"
"Vegetable products","FRL","ASPASB","Asparagus","Asparagus - Asperges, Blanches/Violettes, Cat I - Cal. 16+","€/100 kg net weight","ES","201405","313,00"
"Vegetable products","FRL","ASPASB","Asparagus","Asparagus - Asperges, Blanches/Violettes, Cat I - Cal. 16+","€/100 kg net weight","FR","201405","481,11"
"Vegetable products","FRL","ASPASB","Asparagus","Asparagus - Asperges, Blanches/Violettes, Cat I - Cal. 16+","€/100 kg net weight","IT","201405","263,62"
"Vegetable products","FRL","ASPASB","Asparagus","Asparagus - Asperges, Blanches/Violettes, Cat I - Cal. 16+","€/100 kg net weight","NL","201405","317,10"
"Vegetable products","FRL","ASPASB","Asparagus","Asparagus - Asperges, Blanches/Violettes, Cat I - Cal. 16+","€/100 kg net weight","PL","201405","163,76"
"Vegetable products","FRL","AUBCL1","Eggplants","Eggplants - Aubergines, Cat. I, Allongées Cal. 40+ et Globulaires Cal. 70+","€/100 kg net weight","EU","201405","56,07"
"Vegetable products","FRL","AUBCL1","Eggplants","Eggplants - Aubergines, Cat. I, Allongées Cal. 40+ et Globulaires Cal. 70+","€/100 kg net weight","ES","201405","47,13"
"Vegetable products","FRL","AUBCL1","Eggplants","Eggplants - Aubergines, Cat. I, Allongées Cal. 40+ et Globulaires Cal. 70+","€/100 kg net weight","IT","201405","57,26"
"Vegetable products","FRL","AUBCL1","Eggplants","Eggplants - Aubergines, Cat. I, Allongées Cal. 40+ et Globulaires Cal. 70+","€/100 kg net weight","NL","201405","87,70"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","EU","201405","45,32"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","ES","201405","57,50"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","FR","201405","56,88"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","IT","201405","50,00"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","HU","201405","30,03"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","AT","201405","64,75"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","PL","201405","27,75"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","PT","201405","16,00"
"Vegetable products","FRL","CHAFER","Mushrooms","Mushrooms - Champignons, Cultivated, Fermés, Cat. I, Cal. Moyen","€/100 kg net weight","EU","201405","153,25"
"Vegetable products","FRL","CHAFER","Mushrooms","Mushrooms - Champignons, Cultivated, Fermés, Cat. I, Cal. Moyen","€/100 kg net weight","IE","201405","277,53"
"Vegetable products","FRL","CHAFER","Mushrooms","Mushrooms - Champignons, Cultivated, Fermés, Cat. I, Cal. Moyen","€/100 kg net weight","ES","201405","144,35"
"Vegetable products","FRL","CHAFER","Mushrooms","Mushrooms - Champignons, Cultivated, Fermés, Cat. I, Cal. Moyen","€/100 kg net weight","HU","201405","116,22"
"Vegetable products","FRL","CHAFER","Mushrooms","Mushrooms - Champignons, Cultivated, Fermés, Cat. I, Cal. Moyen","€/100 kg net weight","NL","201405","140,40"
"Vegetable products","FRL","CHAFER","Mushrooms","Mushrooms - Champignons, Cultivated, Fermés, Cat. I, Cal. Moyen","€/100 kg net weight","PL","201405","116,43"
"Vegetable products","FRL","CHFCOU","Cauliflowers","Cauliflowers - Choux fleurs, Cat. I, Cal Gros","€/100 kg net weight","EU","201405","57,85"
"Vegetable products","FRL","CHFCOU","Cauliflowers","Cauliflowers - Choux fleurs, Cat. I, Cal Gros","€/100 kg net weight","BE","201405","125,15"
"Vegetable products","FRL","CHFCOU","Cauliflowers","Cauliflowers - Choux fleurs, Cat. I, Cal Gros","€/100 kg net weight","ES","201405","27,84"
"Vegetable products","FRL","CHFCOU","Cauliflowers","Cauliflowers - Choux fleurs, Cat. I, Cal Gros","€/100 kg net weight","FR","201405","77,24"
"Vegetable products","FRL","CHFCOU","Cauliflowers","Cauliflowers - Choux fleurs, Cat. I, Cal Gros","€/100 kg net weight","HU","201405","57,77"
"Vegetable products","FRL","CHFCOU","Cauliflowers","Cauliflowers - Choux fleurs, Cat. I, Cal Gros","€/100 kg net weight","PL","201405","42,12"
"Vegetable products","FRL","CONLIS","Cucumbers","Cucumbers - Concombres, Type lisse, Cat. I, Cal 350-500","€/100 kg net weight","EU","201405","55,21"
"Vegetable products","FRL","CONLIS","Cucumbers","Cucumbers - Concombres, Type lisse, Cat. I, Cal 350-500","€/100 kg net weight","BG","201405","55,14"
"Vegetable products","FRL","CONLIS","Cucumbers","Cucumbers - Concombres, Type lisse, Cat. I, Cal 350-500","€/100 kg net weight","ES","201405","55,40"
"Vegetable products","FRL","CONLIS","Cucumbers","Cucumbers - Concombres, Type lisse, Cat. I, Cal 350-500","€/100 kg net weight","FR","201405","98,50"
"Vegetable products","FRL","CONLIS","Cucumbers","Cucumbers - Concombres, Type lisse, Cat. I, Cal 350-500","€/100 kg net weight","IT","201405","47,04"
"Vegetable products","FRL","CONLIS","Cucumbers","Cucumbers - Concombres, Type lisse, Cat. I, Cal 350-500","€/100 kg net weight","HU","201405","47,12"
"Vegetable products","FRL","CONLIS","Cucumbers","Cucumbers - Concombres, Type lisse, Cat. I, Cal 350-500","€/100 kg net weight","NL","201405","30,70"
"Vegetable products","FRL","CONLIS","Cucumbers","Cucumbers - Concombres, Type lisse, Cat. I, Cal 350-500","€/100 kg net weight","PL","201405","74,87"
"Vegetable products","FRL","COUCL1","Courgettes","Courgettes - Courgettes, Cat. I, Cal. 14-21","€/100 kg net weight","EU","201405","62,10"
"Vegetable products","FRL","COUCL1","Courgettes","Courgettes - Courgettes, Cat. I, Cal. 14-21","€/100 kg net weight","GR","201405","46,00"
"Vegetable products","FRL","COUCL1","Courgettes","Courgettes - Courgettes, Cat. I, Cal. 14-21","€/100 kg net weight","ES","201405","29,98"
"Vegetable products","FRL","COUCL1","Courgettes","Courgettes - Courgettes, Cat. I, Cal. 14-21","€/100 kg net weight","FR","201405","67,32"
"Vegetable products","FRL","COUCL1","Courgettes","Courgettes - Courgettes, Cat. I, Cal. 14-21","€/100 kg net weight","IT","201405","88,89"
"Vegetable products","FRL","COUCL1","Courgettes","Courgettes - Courgettes, Cat. I, Cal. 14-21","€/100 kg net weight","NL","201405","80,80"
"Vegetable products","FRL","HARHAP","Beans","Beans - Haricots, Plats, Cat. I","€/100 kg net weight","EU","201405","119,98"
"Vegetable products","FRL","HARHAP","Beans","Beans - Haricots, Plats, Cat. I","€/100 kg net weight","ES","201405","119,98"
"Vegetable products","FRL","LAIICE","Lettuces","Lettuces - Laitues, Iceberg, Cat. I, Cal. 400+","€/100 kg net weight","EU","201405","61,93"
"Vegetable products","FRL","LAIICE","Lettuces","Lettuces - Laitues, Iceberg, Cat. I, Cal. 400+","€/100 kg net weight","DE","201405","50,65"
"Vegetable products","FRL","LAIICE","Lettuces","Lettuces - Laitues, Iceberg, Cat. I, Cal. 400+","€/100 kg net weight","ES","201405","67,53"
"Vegetable products","FRL","LAIICE","Lettuces","Lettuces - Laitues, Iceberg, Cat. I, Cal. 400+","€/100 kg net weight","NL","201405","28,27"
"Vegetable products","FRL","LAIICE","Lettuces","Lettuces - Laitues, Iceberg, Cat. I, Cal. 400+","€/100 kg net weight","UK","201405","56,48"
"Vegetable products","FRL","LEECL1","Leeks","Leeks - Poireaux, Cat. I","€/100 kg net weight","EU","201405","53,67"
"Vegetable products","FRL","LEECL1","Leeks","Leeks - Poireaux, Cat. I","€/100 kg net weight","FR","201405","54,67"
"Vegetable products","FRL","LEECL1","Leeks","Leeks - Poireaux, Cat. I","€/100 kg net weight","NL","201405","51,87"
"Vegetable products","FRL","OIGOIJ","Onions","Onions - Oignons, Jaunes, Cat. I - Cal. 40-80","€/100 kg net weight","EU","201405","34,78"
"Vegetable products","FRL","OIGOIJ","Onions","Onions - Oignons, Jaunes, Cat. I - Cal. 40-80","€/100 kg net weight","HU","201405","36,85"
"Vegetable products","FRL","OIGOIJ","Onions","Onions - Oignons, Jaunes, Cat. I - Cal. 40-80","€/100 kg net weight","AT","201405","36,00"
"Vegetable products","FRL","OIGOIJ","Onions","Onions - Oignons, Jaunes, Cat. I - Cal. 40-80","€/100 kg net weight","PL","201405","34,20"
"Vegetable products","FRL","PEPPCV","Peppers","Peppers - Poivrons, Carré Vert, Cat. I - Cal. 70+","€/100 kg net weight","EU","201405","93,92"
"Vegetable products","FRL","PEPPCV","Peppers","Peppers - Poivrons, Carré Vert, Cat. I - Cal. 70+","€/100 kg net weight","GR","201405","77,50"
"Vegetable products","FRL","PEPPCV","Peppers","Peppers - Poivrons, Carré Vert, Cat. I - Cal. 70+","€/100 kg net weight","ES","201405","92,32"
"Vegetable products","FRL","PEPPCV","Peppers","Peppers - Poivrons, Carré Vert, Cat. I - Cal. 70+","€/100 kg net weight","HR","201405","288,84"
"Vegetable products","FRL","PEPPCV","Peppers","Peppers - Poivrons, Carré Vert, Cat. I - Cal. 70+","€/100 kg net weight","IT","201405","64,81"
"Vegetable products","FRL","PEPPCV","Peppers","Peppers - Poivrons, Carré Vert, Cat. I - Cal. 70+","€/100 kg net weight","NL","201405","137,38"
"Vegetable products","FRL","TOMCER","Tomatoes Cherry","Tomatoes – Tomates cerises (= cherry tomatoes), Cat. I","€/100 kg net weight","EU","201405","119,37"
"Vegetable products","FRL","TOMCER","Tomatoes Cherry","Tomatoes – Tomates cerises (= cherry tomatoes), Cat. I","€/100 kg net weight","GR","201405","216,00"
"Vegetable products","FRL","TOMCER","Tomatoes Cherry","Tomatoes – Tomates cerises (= cherry tomatoes), Cat. I","€/100 kg net weight","ES","201405","107,00"
"Vegetable products","FRL","TOMCER","Tomatoes Cherry","Tomatoes – Tomates cerises (= cherry tomatoes), Cat. I","€/100 kg net weight","HR","201405","420,21"
"Vegetable products","FRL","TOMCER","Tomatoes Cherry","Tomatoes – Tomates cerises (= cherry tomatoes), Cat. I","€/100 kg net weight","IT","201405","109,69"
"Vegetable products","FRL","TOMCER","Tomatoes Cherry","Tomatoes – Tomates cerises (= cherry tomatoes), Cat. I","€/100 kg net weight","HU","201405","274,31"
"Vegetable products","FRL","TOMCER","Tomatoes Cherry","Tomatoes – Tomates cerises (= cherry tomatoes), Cat. I","€/100 kg net weight","NL","201405","48,46"
"Vegetable products","FRL","TOMGRA","Tomatoes Trusses","Tomatoes – Tomates  grappes (= vine/in trusses tomatoes), Cat. I","€/100 kg net weight","EU","201405","62,99"
"Vegetable products","FRL","TOMGRA","Tomatoes Trusses","Tomatoes – Tomates  grappes (= vine/in trusses tomatoes), Cat. I","€/100 kg net weight","GR","201405","135,00"
"Vegetable products","FRL","TOMGRA","Tomatoes Trusses","Tomatoes – Tomates  grappes (= vine/in trusses tomatoes), Cat. I","€/100 kg net weight","ES","201405","29,11"
"Vegetable products","FRL","TOMGRA","Tomatoes Trusses","Tomatoes – Tomates  grappes (= vine/in trusses tomatoes), Cat. I","€/100 kg net weight","FR","201405","102,16"
"Vegetable products","FRL","TOMGRA","Tomatoes Trusses","Tomatoes – Tomates  grappes (= vine/in trusses tomatoes), Cat. I","€/100 kg net weight","HR","201405","98,03"
"Vegetable products","FRL","TOMGRA","Tomatoes Trusses","Tomatoes – Tomates  grappes (= vine/in trusses tomatoes), Cat. I","€/100 kg net weight","IT","201405","68,31"
"Vegetable products","FRL","TOMGRA","Tomatoes Trusses","Tomatoes – Tomates  grappes (= vine/in trusses tomatoes), Cat. I","€/100 kg net weight","HU","201405","93,94"
"Vegetable products","FRL","TOMGRA","Tomatoes Trusses","Tomatoes – Tomates  grappes (= vine/in trusses tomatoes), Cat. I","€/100 kg net weight","NL","201405","33,91"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","EU","201405","60,72"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","BE","201405","52,00"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","BG","201405","78,68"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","GR","201405","58,70"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","ES","201405","40,56"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","FR","201405","96,32"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","HR","201405","103,33"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","IT","201405","70,56"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","NL","201405","74,40"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","PL","201405","76,88"
"Vegetable products","FRL","TOMRON","Tomatoes Round","Tomatoes - Tomates, Rondes (=round tomatoes), Cat. I - Cal. 57-82","€/100 kg net weight","PT","201405","53,00"
"Vegetable products","FRL","AILAIB","Garlic","Garlic - Ail, White, Cat. I, Cal. 50-80","€/100 kg net weight","EU","201404","146,73"
"Vegetable products","FRL","AILAIB","Garlic","Garlic - Ail, White, Cat. I, Cal. 50-80","€/100 kg net weight","GR","201404","156,00"
"Vegetable products","FRL","AILAIB","Garlic","Garlic - Ail, White, Cat. I, Cal. 50-80","€/100 kg net weight","ES","201404","132,00"
"Vegetable products","FRL","AILAIB","Garlic","Garlic - Ail, White, Cat. I, Cal. 50-80","€/100 kg net weight","IT","201404","200,00"
"Vegetable products","FRL","AILAIB","Garlic","Garlic - Ail, White, Cat. I, Cal. 50-80","€/100 kg net weight","HU","201404","205,20"
"Vegetable products","FRL","ASPASB","Asparagus","Asparagus - Asperges, Blanches/Violettes, Cat I - Cal. 16+","€/100 kg net weight","EU","201404","381,63"
"Vegetable products","FRL","ASPASB","Asparagus","Asparagus - Asperges, Blanches/Violettes, Cat I - Cal. 16+","€/100 kg net weight","ES","201404","326,17"
"Vegetable products","FRL","ASPASB","Asparagus","Asparagus - Asperges, Blanches/Violettes, Cat I - Cal. 16+","€/100 kg net weight","FR","201404","539,44"
"Vegetable products","FRL","ASPASB","Asparagus","Asparagus - Asperges, Blanches/Violettes, Cat I - Cal. 16+","€/100 kg net weight","IT","201404","362,86"
"Vegetable products","FRL","ASPASB","Asparagus","Asparagus - Asperges, Blanches/Violettes, Cat I - Cal. 16+","€/100 kg net weight","NL","201404","452,95"
"Vegetable products","FRL","ASPASB","Asparagus","Asparagus - Asperges, Blanches/Violettes, Cat I - Cal. 16+","€/100 kg net weight","PL","201404","173,61"
"Vegetable products","FRL","AUBCL1","Eggplants","Eggplants - Aubergines, Cat. I, Allongées Cal. 40+ et Globulaires Cal. 70+","€/100 kg net weight","EU","201404","54,97"
"Vegetable products","FRL","AUBCL1","Eggplants","Eggplants - Aubergines, Cat. I, Allongées Cal. 40+ et Globulaires Cal. 70+","€/100 kg net weight","ES","201404","34,22"
"Vegetable products","FRL","AUBCL1","Eggplants","Eggplants - Aubergines, Cat. I, Allongées Cal. 40+ et Globulaires Cal. 70+","€/100 kg net weight","IT","201404","64,40"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","EU","201404","37,43"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","ES","201404","52,41"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","IT","201404","50,19"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","HU","201404","23,05"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","AT","201404","63,00"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","PL","201404","20,60"
"Vegetable products","FRL","CARCL1","Carrots","Carrots - Carrottes, Cat. I","€/100 kg net weight","PT","201404","23,20"
"Vegetable products","FRL","CHAFER","Mushrooms","Mushrooms - Champignons, Cultivated, Fermés, Cat. I, Cal. Moyen","€/100 kg net weight","EU","201404","166,16"
"Vegetable products","FRL","CHAFER","Mushrooms","Mushrooms - Champignons, Cultivated, Fermés, Cat. I, Cal. Moyen","€/100 kg net weight","IE","201404","280,83"
"Vegetable products","FRL","CHAFER","Mushrooms","Mushrooms - Champignons, Cultivated, Fermés, Cat. I, Cal. Moyen","€/100 kg net weight","ES","201404","145,73"
"Vegetable products","FRL","CHAFER","Mushrooms","Mushrooms - Champignons, Cultivated, Fermés, Cat. I, Cal. Moyen","€/100 kg net weight","HU","201404","114,46"
"Vegetable products","FRL","CHAFER","Mushrooms","Mushrooms - Champignons, Cultivated, Fermés, Cat. I, Cal. Moyen","€/100 kg net weight","PL","201404","113,65"
"Vegetable products","FRL","CHFCOU","Cauliflowers","Cauliflowers - Choux fleurs, Cat. I, Cal Gros","€/100 kg net weight","EU","201404","36,94"
"Vegetable products","FRL","CHFCOU","Cauliflowers","Cauliflowers - Choux fleurs, Cat. I, Cal Gros","€/100 kg net weight","BE","201404","73,54"
"Vegetable products","FRL","CHFCOU","Cauliflowers","Cauliflowers - Choux fleurs, Cat. I, Cal Gros","€/100 kg net weight","ES","201404","19,38"
"Vegetable products","FRL","CHFCOU","Cauliflowers","Cauliflowers - Choux fleurs, Cat. I, Cal Gros","€/100 kg net weight","FR","201404","31,89"
"Vegetable products","FRL","CHFCOU","Cauliflowers","Cauliflowers - Choux fleurs, Cat. I, Cal Gros","€/100 kg net weight","IT","201404","43,52"
"Vegetable products","FRL","CHFCOU","Cauliflowers","Cauliflowers - Choux fleurs, Cat. I, Cal Gros","€/100 kg net weight","HU","201404","76,52"
"Vegetable products","FRL","CONLIS","Cucumbers","Cucumbers - Concombres, Type lisse, Cat. I, Cal 350-500","€/100 kg net weight","EU","201404","75,49"
"Vegetable products","FRL","CONLIS","Cucumbers","Cucumbers - Concombres, Type lisse, Cat. I, Cal 350-500","€/100 kg net weight","BG","201404","73,88"
"Vegetable products","FRL","CONLIS","Cucumbers","Cucumbers - Concombres, Type lisse, Cat. I, Cal 350-500","€/100 kg net weight","ES","201404","58,06"
"Vegetable products","FRL","CONLIS","Cucumbers","Cucumbers - Concombres, Type lisse, Cat. I, Cal 350-500","€/100 kg net weight","FR","201404","103,39"
"Vegetable products","FRL","CONLIS","Cucumbers","Cucumbers - Concombres, Type lisse, Cat. I, Cal 350-500","€/100 kg net weight","IT","201404","50,42"
"Vegetable products","FRL","CONLIS","Cucumbers","Cucumbers - Concombres, Type lisse, Cat. I, Cal 350-500","€/100 kg net weight","HU","201404","70,42"
"Vegetable products","FRL","CONLIS","Cucumbers","Cucumbers - Concombres, Type lisse, Cat. I, Cal 350-500","€/100 kg net weight","PL","201404","94,74"
"Vegetable products","FRL","COUCL1","Courgettes","Courgettes - Courgettes, Cat. I, Cal. 14-21","€/100 kg net weight","EU","201404","61,62"
"Vegetable products","FRL","COUCL1","Courgettes","Courgettes - Courgettes, Cat. I, Cal. 14-21","€/100 kg net weight","GR","201404","63,83"
"Vegetable products","FRL","COUCL1","Courgettes","Courgettes - Courgettes, Cat. I, Cal. 14-21","€/100 kg net weight","ES","201404","25,76"
"Vegetable products","FRL","COUCL1","Courgettes","Courgettes - Courgettes, Cat. I, Cal. 14-21","€/100 kg net weight","FR","201404","76,71"
"Vegetable products","FRL","COUCL1","Courgettes","Courgettes - Courgettes, Cat. I, Cal. 14-21","€/100 kg net weight","IT","201404","83,48"
"Vegetable products","FRL","HARHAP","Beans","Beans - Haricots, Plats, Cat. I","€/100 kg net weight","EU","201404","152,93"
"Vegetable products","FRL","HARHAP","Beans","Beans - Haricots, Plats, Cat. I","€/100 kg net weight","ES","201404","152,93"
"Vegetable products","FRL","LAIICE","Lettuces","Lettuces - Laitues, Iceberg, Cat. I, Cal. 400+","€/100 kg net weight","EU","201404","73,60"
"Vegetable products","FRL","LAIICE","Lettuces","Lettuces - Laitues, Iceberg, Cat. I, Cal. 400+","€/100 kg net weight","DE","201404","50,43"
"Vegetable products","FRL","LAIICE","Lettuces","Lettuces - Laitues, Iceberg, Cat. I, Cal. 400+","€/100 kg net weight","ES","201404","83,14"
"Vegetable products","FRL","LAIICE","Lettuces","Lettuces - Laitues, Iceberg, Cat. I, Cal. 400+","€/100 kg net weight","NL","201404","29,04"
"Vegetable products","FRL","LAIICE","Lettuces","Lettuces - Laitues, Iceberg, Cat. I, Cal. 400+","€/100 kg net weight","UK","201404","62,48"
"Vegetable products","FRL","LEECL1","Leeks","Leeks - Poireaux, Cat. I","€/100 kg net weight","EU","201404","36,23"
"Vegetable products","FRL","LEECL1","Leeks","Leeks - Poireaux, Cat. I","€/100 kg net weight","FR","201404","43,62"
"Vegetable products","FRL","LEECL1","Leeks","Leeks - Poireaux, Cat. I","€/100 kg net weight","NL","201404","22,76"
"Vegetable products","FRL","OIGOIJ","Onions","Onions - Oignons, Jaunes, Cat. I - Cal. 40-80","€/100 kg net weight","EU","201404","30,49"
"Vegetable products","FRL","OIGOIJ","Onions","Onions - Oignons, Jaunes, Cat. I - Cal. 40-80","€/100 kg net weight","IT","201404","40,52"
"Vegetable products","FRL","OIGOIJ","Onions","Onions - Oignons, Jaunes, Cat. I - Cal. 40-80","€/100 kg net weight","HU","201404","27,42"
"Vegetable products","FRL","OIGOIJ","Onions","Onions - Oignons, Jaunes, Cat. I - Cal. 40-80","€/100 kg net weight","AT","201404","31,50"
